RUN_ID,dRAD,A_front,HM_VA,AWD,iAG,m_curb,Achsabstand,h_s,Gewichtsverteilung,MainAxle_TorqueSplit_int,Hybrid_BFM_ICE_priority,VM,EV,Hy,i_GET_EV,i_ges_P4,mode,use_cus_val,Gear_Ratio,No_Gears,shiftDelay,Displacement_cc,Induction_Type,Boost_Pressure_bar,P0,P2,P3,P4,P4_DM,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW,tq_P0_max,Pwr_P0_max_kW,n_P0_max,Pwr_P0_nmax_red_perc,tq_P2_max,Pwr_P2_max_kW,n_P2_max,Pwr_P2_nmax_red_perc,tq_P3_max,Pwr_P3_max_kW,n_P3_max,Pwr_P3_nmax_red_perc,tq_P4_max,Pwr_P4_max_kW,n_P4_max,Pwr_P4_nmax_red_perc,Cell_Cap_Ah,Cell_V_nom,Cell_R_inner,Cell_V_min,Cell_V_max,Cell_I_max_chg,Cell_I_max_dis,SOC_Vector,Cell_OCV_Vector,n_s,n_p,facSocInit,SOC_Recup_Limit,SOC_Bat_Discharge_Limit
2447,0.627,2.50455,1,0,3.82,1468,2.7,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.29, 1.85, 1.27, 0.95, 0.8]",5,0.6,1995,NA,0,0,0,0,0,0,1000,6500,51,255,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2448,0.6429,2.5543,1,0,4.47,1490,2.75,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.29, 1.85, 1.27, 0.95, 0.8]",5,0.8,1995,NA,0,0,0,0,0,0,1000,6500,35.8,179,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2449,0.6429,2.5543,1,0,3.82,1500,2.75,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.29, 1.85, 1.27, 0.95, 0.8]",5,0.6,1995,NA,0,0,0,0,0,0,1000,6500,54.2,271,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2450,0.7627,3.1678,1,1,5.17,1870,2.825,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.37, 1.56, 1.17, 0.9, 0.7, 0.44]",6,1.2,3498,NA,0,0,0,0,0,0,1000,6500,63.6,318,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2451,0.7627,3.1678,1,1,5.17,1933,2.825,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.37, 1.56, 1.17, 0.9, 0.7, 0.44]",6,0.6,3498,NA,0,0,0,0,0,0,1000,6500,66.8,334,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2452,0.7763,3.2597,0,0,3.69,2095,3.2,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.69, 2.71, 1.75, 1.29, 1.0, 0.83]",6,0.8,2488,Turbo,0,0,0,0,0,0,1000,4500,80.6,403,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2453,0.7763,3.256176,0,0,3.69,2035,3.2,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.69, 2.71, 1.75, 1.29, 1.0, 0.83]",6,0.6,2488,Turbo,0,0,0,0,0,0,1000,4500,70,350,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2454,0.6215,2.62105,1,0,3.73,1167,2.6,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,1.2,1386,NA,0,0,0,0,0,0,1000,6500,25.6,128,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2455,0.6215,2.62105,1,0,4.07,1182,2.6,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,0.6,1386,NA,0,0,0,0,0,0,1000,6500,30.6,153,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2456,0.6215,2.601825,1,0,3.09,1080,2.6,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,1.2,1198,NA,0,0,0,0,0,0,1000,6500,22,110,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2457,0.6215,2.601825,1,0,3.09,1125,2.6,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,1.2,1198,NA,0,0,0,0,0,0,1000,6500,29.4,147,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2458,0.7763,3.22,0,0,4.64,1890,2.7,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.58, 2.08, 1.36, 1.0, 0.81]",5,1,3275,NA,0,0,0,0,0,0,1000,6500,53.2,266,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2459,0.7763,3.185,0,0,4.64,1940,2.7,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.58, 2.08, 1.36, 1.0, 0.81]",5,1,3275,NA,0,0,0,0,0,0,1000,6500,53.2,266,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2460,0.7763,3.185,0,0,4.08,1950,2.7,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.79, 1.55, 1.0, 0.69]",4,1.2,3275,NA,0,0,0,0,0,0,1000,6500,64.6,323,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2461,0.7763,3.26155,0,0,3.36,2175,2.85,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.84, 2.35, 1.53, 1.0, 0.84]",5,1.2,3954,NA,0,0,0,0,0,0,1000,6500,77,385,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2462,0.7774,3.3856,0,0,4.11,2220,2.4,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.56, 2.63, 1.59, 1.0, 0.84]",5,1.2,2953,Turbo,0,0,0,0,0,0,1000,6500,76,380,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2463,0.7774,3.3856,0,0,4.63,2145,2.398,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.06, 2.36, 1.49, 1.0, 0.86]",5,1.2,2953,Turbo,0,0,0,0,0,0,1000,6500,50.4,252,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2464,0.7774,3.3856,0,0,4.38,2275,2.398,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.26, 2.46, 1.49, 1.0, 0.85]",5,1.2,2953,Turbo,0,0,0,0,0,0,1000,6500,64.6,323,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2465,0.752,3.1025,0,0,4.63,1770,2.95,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.59, 2.25, 1.42, 1.0, 0.82]",5,1.2,2389,NA,0,0,0,0,0,0,1000,6500,39.6,198,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2466,0.752,3.1025,0,0,4.63,1635,2.95,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.59, 2.25, 1.15, 1.0, 0.82]",5,1,2389,NA,0,0,0,0,0,0,1000,6500,39,195,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2467,0.5782,2.352,1,0,3.65,930,2.36,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.45, 1.9, 1.28, 0.97, 0.81]",5,1.2,996,NA,0,0,0,0,0,0,1000,6500,18,90,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2468,0.6146,2.7547,1,0,3.89,1310,2.61,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.4, 1.95, 1.27, 0.95, 0.8]",5,1,2389,NA,0,0,0,0,0,0,1000,6500,38.4,192,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2469,0.5831,2.363,1,0,4.06,1151,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.33, 1.95, 1.29, 0.93, 0.73]",5,0.6,1597,NA,0,0,0,0,0,0,1000,6500,26.6,133,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2470,0.5831,2.363,1,0,4.06,1110,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.33, 1.95, 1.29, 0.93, 0.73]",5,0.8,1597,NA,0,0,0,0,0,0,1000,6500,27.2,136,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2471,0.5831,2.363,1,0,4.18,1249,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.06, 1.83, 1.21, 0.93, 0.76]",5,0.6,1597,NA,0,0,0,0,0,0,1000,6500,36.2,181,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2472,0.5831,2.363,1,0,4.18,1225,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.06, 1.83, 1.21, 0.93, 0.73]",5,0.6,1597,NA,0,0,0,0,0,0,1000,6500,33.2,166,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2473,0.5831,2.363,1,0,4.18,1201,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.06, 1.83, 1.21, 0.93, 0.73]",5,0.6,1597,NA,0,0,0,0,0,0,1000,6500,33.2,166,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2474,0.5961,2.363,1,0,4.18,1221,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.06, 1.83, 1.21, 0.93, 0.73]",5,0.6,1998,NA,0,0,0,0,0,0,1000,6500,33.2,166,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2475,0.5961,2.363,1,0,4.06,1175,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.33, 1.95, 1.29, 0.93, 0.73]",5,0.6,1998,NA,0,0,0,0,0,0,1000,6500,27.2,136,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2476,0.5831,2.5425,1,0,4.06,1225,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.33, 1.95, 1.29, 0.93, 0.73]",5,0.6,1597,NA,0,0,0,0,0,0,1000,6500,27.2,136,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2477,0.5831,2.5425,1,0,4.38,1229,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.06, 1.83, 1.21, 0.93, 0.73]",5,0.6,1597,NA,0,0,0,0,0,0,1000,6500,33.2,166,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2478,0.5961,2.5425,1,0,4.38,1270,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.06, 1.83, 1.21, 0.93, 0.76]",5,0.6,1597,NA,0,0,0,0,0,0,1000,6500,33.2,166,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2479,0.5961,2.41815,1,0,4.06,1240,2.6,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.33, 1.96, 1.29, 0.97, 0.76]",5,0.6,1597,NA,0,0,0,0,0,0,1000,6500,27.2,136,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2480,0.5961,2.41815,1,0,4.18,1310,2.6,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.33, 1.95, 1.29, 0.93, 0.76]",5,0.6,1769,NA,0,0,0,0,0,0,1000,6500,31.6,158,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2481,0.6215,2.41815,1,0,4.18,1280,2.6,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.06, 1.83, 1.21, 0.93, 0.73]",5,0.6,1998,NA,0,0,0,0,0,0,1000,6500,33.8,169,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2482,0.5961,2.48675,1,0,4.17,1245,2.6,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.33, 1.95, 1.29, 0.98, 0.76]",5,1.2,1597,NA,0,0,0,0,0,0,1000,6500,27.2,136,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2483,0.5961,2.48675,1,0,4.18,1385,2.6,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.33, 1.95, 1.29, 0.93, 0.76]",5,0.6,1597,NA,0,0,0,0,0,0,1000,6500,31.6,158,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2484,0.5961,2.48675,1,0,4.18,1380,2.6,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.06, 1.83, 1.21, 0.93, 0.76]",5,0.6,1597,NA,0,0,0,0,0,0,1000,6500,34.6,173,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2485,0.6345,2.60832,1,0,4.44,1361,2.68,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.33, 1.96, 1.29, 0.93, 0.76]",5,1,1769,NA,0,0,0,0,0,0,1000,6500,32.6,163,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2486,0.6345,2.60832,1,0,4.75,1408,2.68,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.15, 1.94, 1.39, 1.05, 0.81, 0.67]",6,0.6,1769,NA,0,0,0,0,0,0,1000,6500,38.4,192,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2487,0.6319,2.60832,1,0,4.44,1411,2.68,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.33, 1.96, 1.29, 0.93, 0.76]",5,0.8,1998,NA,0,0,0,0,0,0,1000,6500,32.6,163,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2488,0.6345,2.60832,1,0,4.75,1448,2.68,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.15, 1.94, 1.39, 1.05, 0.81, 0.67]",6,0.6,1769,NA,0,0,0,0,0,0,1000,6500,38.4,192,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2489,0.6319,2.68736,1,0,3.09,1265,2.7,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.73, 1.95, 1.32, 0.97, 0.76, 0.64]",6,1,1197,Turbo,1.5,0,0,0,0,0,1000,6500,38,190,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
2490,0.6319,2.68736,1,0,3.09,1265,2.7,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.73, 1.95, 1.32, 0.97, 0.76, 0.64]",6,1,1197,Turbo,1.5,0,0,0,0,0,1000,6500,38,190,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
